10I2_P511	0.466985414991	0.261098714048	0.465512923647	1119761	3168889
10I1_CP211	0.193905222771	0.0333582006123	0.165518209264	529336	15338906
11I2_P522	0.325327041821	0.135548867362	0.311323065326	441638	2816508
12I2_P533	0.245369061804	0.0879796273075	0.207808178747	225357	2336111
12I1_CP121	0.485472302	0.241690432675	0.46551721615	3468591	10882788
13I2_P222	0.308751655502	0.0275855940924	0.190827683587	88168	3107993
13I1_CP313	0.195460709343	0.0223955041243	0.0667937965935	533490	23287809
15I1_CP522	0.29609522535	0.0982863978642	0.158680945723	988564	9069430
14I1_CP513	0.161380327966	0.0823923609278	0.129344066681	1967967	21917342
16I1_CP523	0.312237919355	0.100628468599	0.156695615838	1341844	11992792
17I1_CP323	0.192352203312	0.055221378278	0.0797735122736	1187658	20319556
19I1_CP311	0.111113438075	0.0345828846627	0.0576688344172	407874	11386226
18I1_CP212	0.087363043221	0.0220943008593	0.0555286650854	393931	17435599
1I1_CP521	0.356351834277	0.0791858136139	0.14193582591	785643	9135869
20I1_CP213	0.0743367907942	0.0167398968549	0.0449355360332	454454	26693503
20I2_P211	0.454305907979	0.157049586399	0.424859901441	384725	2064979
21I1_CP113	0.226207348843	0.0780312847702	0.126983263164	956381	11299998
21I2_P233	0.466944073891	0.213011653628	0.422917977931	388182	1434169
22I1_CP112	0.195792773019	0.0762766861444	0.134131762285	1046187	12669498
22I2_P422	0.180863504537	0.0597759671157	0.128479774768	81785	1286407
23I1_CP321	0.19854062804	0.032811415953	0.0996418066744	454202	13388602
23I2_P711	0.255184177943	0.00891129916553	0.0538159526164	10443	1161440
24I1_CP512	0.1469653044	0.0507009751008	0.116019216429	463359	8675696
24I2_P733	0.260152846822	0.0674976957169	0.16255376265	71107	982366
2I1_CP111	0.256932577748	0.0979617760667	0.122384770588	3121148	28739728
4I1_CP231	0.154160067629	0.0162016398324	0.117451644823	308408	18727196
3I1_CP312	0.278336472834	0.111833596373	0.16104418084	1651886	13119042
5I2_P411	0.134900294474	0.0197103943918	0.0993470883793	117898	5863616
5I1_CP221	0.186543384737	0.0247411889135	0.133991763212	681429	26860861
6I2_P433	0.248252940235	0.0879994747223	0.175474385457	369905	3833586
6I1_CP331	0.223786786715	0.0258210578128	0.0540536008882	389615	14699426
7I2_P311	0.146525651492	0.0389030299693	0.129758981457	218297	5393014
7I1_CP122	0.26421537365	0.130455837407	0.158158106517	1843449	12287379
8I2_P322	0.161777959329	0.0210510477003	0.150327641164	120177	5588660
8I1_CP321	0.254253004724	0.0430301504673	0.0776267010451	788881	17544334
9I2_P333	0.215108922099	0.0646502602744	0.200389399099	392684	5681290
9I1_CP511	0.139631673769	0.0702924099044	0.0830220417714	1207325	15968427
